Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Date,Bus,ID,Type,Duration,SOC Start [%],SOC End [%],Air Compressor Energy Consumption [kWh],Rear HVAC Energy Consumption [kWh],LV Access. Energy Consumption [kWh],Electric Heater Energy Consumption[kWh],Energy Transferred [kWh]
2024-01-17 00:00:00,26008,3,Depot,04:07:15,56,90.4,0.05,0,6.7,0,135.2
2024-01-17 00:00:00,26009,1,Depot,01:57:36,80,77.2,0,0,7,0.05,4
2024-01-17 00:00:00,26009,2,Depot,00:17:05,76.8,76.8,0,0,0.6,0,0.2
2024-01-17 00:00:00,26009,3,Depot,04:11:16,33.2,80.8,0,0,7.75,0,220.5
2024-01-17 00:00:00,26010,1,Depot,09:56:02,93.6,93.6,0.75,0,17.65,6.85,4.5
2024-01-17 00:00:00,26010,2,Depot,01:27:26,32,64,0.15,0,1.7,0,147.9
2024-01-17 00:00:00,26011,1,Depot,09:13:49,44,94,0.1,0,11.05,0,219.9
2024-01-17 00:00:00,26013,1,Depot,09:39:58,37.6,93.6,0.15,0,11.15,0,196.3
2024-01-17 00:00:00,26016,1,Depot,08:14:31,29.6,94,0.1,0,10.05,0,307.3
2024-01-17 00:00:00,26017,1,Depot,02:22:44,53.6,93.2,0,0,4.55,19.55,189.3
2024-01-17 00:00:00,26017,2,Depot,04:23:20,58,93.6,0.05,0,5.05,0,156.4
2024-01-18 00:00:00,26003,1,Depot,11:40:33,93.6,94,0.15,0,13.7,0,8.900000000000006
2024-01-18 00:00:00,26003,2,Depot,00:55:17,48.8,63.6,0,0,1.25,0.45,65.10000000000001
2024-01-18 00:00:00,26005,1,Depot,00:51:16,94,93.6,0,0,1,0,2.300000000000011
2024-01-18 00:00:00,26005,2,Depot,05:20:37,93.6,94,0,0,6.199999999999999,0,2.900000000000006
2024-01-18 00:00:00,26006,1,Depot,06:14:55,93.6,93.6,1.35,0,7.199999999999999,0,2.400000000000006
2024-01-18 00:00:00,26006,2,Depot,05:02:33,47.6,93.6,0.85,0,6.75,0.3,219.4
2024-01-18 00:00:00,26008,1,Depot,00:29:09,37.6,42,0,0,0.75,0,13.1
2024-01-18 00:00:00,26008,2,Depot,01:49:33,42.4,62.8,0.05,0,2.9,0,94.5
2024-01-18 00:00:00,26008,3,Depot,02:51:52,65.2,90.4,0,0,4.5,0,124.6
2024-01-18 00:00:00,26008,4,Depot,03:06:57,60.4,94,0.05,0,4.75,0,150.7
2024-01-18 00:00:00,26009,1,Depot,06:18:56,81.2,94,0.05,0,10.75,0,59.10000000000002
2024-01-18 00:00:00,26009,2,Depot,00:27:09,72.8,76.4,0,0,1.55,5.95,16.6
2024-01-18 00:00:00,26009,3,Depot,04:39:25,38.8,93.6,0,0,8.25,0,248.3
2024-01-18 00:00:00,26010,1,Depot,13:28:07,65.2,93.6,0.9999999999999999,0,17,2.05,115.5
2024-01-18 00:00:00,26010,2,Depot,02:01:38,50,74,0.15,0,2.3,0,112.3
2024-01-18 00:00:00,26010,3,Depot,00:13:04,73.2,78.4,0,0,0.25,0,26.7
2024-01-18 00:00:00,26011,1,Depot,06:13:55,94,94,0,0,7.249999999999998,0,2.900000000000006
2024-01-18 00:00:00,26011,2,Depot,03:15:00,51.2,93.6,0,0,3.85,0,203.5
2024-01-18 00:00:00,26011,3,Depot,01:45:33,93.6,93.6,0,0,1.9,0,1.300000000000011
2024-01-18 00:00:00,26013,1,Depot,05:41:44,93.6,94,0.1,0,6.650000000000002,0,2
2024-01-18 00:00:00,26013,2,Depot,03:41:08,35.6,93.6,0.05,0,4.5,0,272
2024-01-18 00:00:00,26014,1,Depot,09:54:02,66.8,93.6,0,0,18.55,5.75,66.9
2024-01-18 00:00:00,26016,1,Depot,06:06:53,94,93.6,0.04999999999999999,0,7.200000000000001,0,3.799999999999955
2024-01-18 00:00:00,26016,2,Depot,04:53:30,34.4,93.6,0.05,0,6.15,0,261.3
2024-01-18 00:00:00,26017,1,Depot,07:16:13,93.6,94,0.05,0,8.350000000000001,0,3.900000000000006
2024-01-18 00:00:00,26017,2,Depot,02:12:41,61.2,93.6,0,0,6.600000000000001,12.95,157.8
